family,model,parameter_count,log10_params,mode,k,k_frac,energy_retained,mknn,mknn_dense,mknn_full_ridge,lift,lift_frac_of_full
dinov2,official_legacy_cross_dino_large,300000000,8.477121254719663,energy,2,0.001953125,0.99,0.007628928898382667,0.022245956667683857,0.03756484589563625,-0.01461702776930119,-0.954183266932271
dinov2,official_legacy_cross_dino_large,300000000,8.477121254719663,energy,1024,1.0,1.0,0.03756484589563625,0.022245956667683857,0.03756484589563625,0.015318889227952395,1.0
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,8,0.005208333333333333,0.5576253194476506,0.0251754653646628,0.022123893805309734,0.038999084528532194,0.003051571559353067,0.18083182640144665
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,16,0.010416666666666666,0.6823321762560033,0.03259078425389075,0.022123893805309734,0.038999084528532194,0.010466890448581019,0.620253164556962
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,32,0.020833333333333332,0.7881289584300898,0.03652731156545621,0.022123893805309734,0.038999084528532194,0.014403417760146475,0.8535262206148282
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,64,0.041666666666666664,0.8722204457073749,0.03835825450106805,0.022123893805309734,0.038999084528532194,0.016234360695758315,0.9620253164556962
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,128,0.08333333333333333,0.932951470564284,0.038663411657003356,0.022123893805309734,0.038999084528532194,0.016539517851693622,0.9801084990958409
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,256,0.16666666666666666,0.9734483872361812,0.03875495880378395,0.022123893805309734,0.038999084528532194,0.016631064998474214,0.9855334538878843
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,rank,1536,1.0,1.0,0.038999084528532194,0.022123893805309734,0.038999084528532194,0.01687519072322246,1.0
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,energy,6,0.00390625,0.5,0.02194079951174855,0.022123893805309734,0.038999084528532194,-0.000183094293561184,-0.0108499095840868
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,energy,25,0.016276041666666668,0.75,0.03548977723527617,0.022123893805309734,0.038999084528532194,0.013365883429966433,0.7920433996383364
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,energy,86,0.055989583333333336,0.9,0.038205675923100396,0.022123893805309734,0.038999084528532194,0.016081782117790662,0.9529837251356239
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,energy,165,0.107421875,0.95,0.03881599023497101,0.022123893805309734,0.038999084528532194,0.016692096429661275,0.9891500904159132
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,energy,418,0.2721354166666667,0.99,0.039029600244125724,0.022123893805309734,0.038999084528532194,0.01690570643881599,1.0018083182640145
dinov2,official_legacy_cross_dino_giant,1100000000,9.041392685158225,energy,1536,1.0,1.0,0.038999084528532194,0.022123893805309734,0.038999084528532194,0.01687519072322246,1.0
